dataset,model,accuracy,accuracy_std,f1,f1_std,model_size,model_size_std,metric,metric_std,performance_metric,accuracy_relative,f1_relative,model_size_relative,metric_relative
wine,MLP-3L,0.7268783068783069,0.09925494400655806,0.6940901201193844,0.12038785615369764,532473.2,1435.975618796493,0.6940901201193844,0.12038785615369764,f1,0.7394369987620432,0.7061571425586592,2.659038656294756,0.7061571425586592
wine,Random Forest,0.9830158730158731,0.025468648441053177,0.98291170376674,0.025717145537134597,200250.26666666666,12851.550201348377,0.98291170376674,0.025717145537134597,f1,1.0,1.0,1.0,1.0
wine,SVM-poly,0.6738095238095237,0.035863884214904794,0.590999509554375,0.03286275994340351,12091.6,141.38175271229312,0.590999509554375,0.03286275994340351,f1,0.6854513160019375,0.601274262265401,0.060382441438280234,0.601274262265401
wine,SVM-rbf,0.6685714285714285,0.04563526569917851,0.6313329525910171,0.06519736689121161,12611.4,67.91759713064064,0.6313329525910171,0.06519736689121161,f1,0.6801227191990956,0.6423089176490689,0.06297819328746629,0.6423089176490689
yeast,Dict-Wisard,0.5588535505202172,0.007714800173055822,0.544720101856454,0.004643278337561874,727397.8,226269.2916556877,0.544720101856454,0.004643278337561874,f1,1.0,1.0,1.0,1.0
yeast,KNN-10,0.5019951769951769,0.08661551973963527,0.498254343308406,0.0747594452449996,182341.8,64.3987577519972,0.498254343308406,0.0747594452449996,f1,0.8982589025834893,0.9146979184544711,0.250676864846168,0.9146979184544711
yeast,KNN-5,0.4851419601419601,0.09323434810180885,0.48181334695926975,0.08381688434401202,182341.8,64.3987577519972,0.48181334695926975,0.08381688434401202,f1,0.8681021346117572,0.8845154517287089,0.250676864846168,0.8845154517287089
yeast,MLP-1L,0.5055904389237722,0.10192602939255337,0.49959356407921585,0.08824519290010502,54229.466666666674,0.2981423970004465,0.49959356407921585,0.08824519290010502,f1,0.9046921835839384,0.9171564669204552,0.07455269546686376,0.9171564669204552
yeast,MLP-2L,0.5154616737950071,0.10158421413878808,0.5114427054920571,0.09108024395214641,296862.6,0.36514837168195563,0.5114427054920571,0.09108024395214641,f1,0.9223555497056104,0.9389091824388623,0.40811588926994274,0.9389091824388623
yeast,MLP-3L,0.522411805745139,0.09537784955658438,0.5160775569914,0.08762171849011674,539396.8666666667,143.09138494134305,0.5160775569914,0.08762171849011674,f1,0.9347919598235426,0.9474178669605955,0.7415431647809034,0.9474178669605955
yeast,Random Forest,0.5385802469135802,0.10129505650426265,0.5329263204189828,0.0956551118643396,10770556.8,60068.136671616696,0.5329263204189828,0.0956551118643396,f1,0.9637234055545226,0.9783489146127029,14.806969171476736,0.9783489146127029
yeast,SVM-poly,0.5147715897715898,0.10304085670095288,0.5146046528467836,0.09014655698834029,131641.0,1303.579686862296,0.5146046528467836,0.09014655698834029,f1,0.921120728842837,0.9447139018607275,0.18097525178107493,0.9447139018607275
yeast,SVM-rbf,0.5215328965328966,0.10064234725946442,0.5185546253535482,0.08470797540946692,141197.0,1395.0913948555485,0.5185546253535482,0.08470797540946692,f1,0.9332192594060105,0.9519652819608978,0.1941124925041016,0.9519652819608978
