val_accuracy,val_accuracy_mean,val_accuracy_std,val_f1 weighted,val_f1 weighted_mean,val_f1 weighted_std,val_model size,val_model size_mean,val_model size_std,train time,val_predict time,train_samples,val_samples,test_samples,classes,test_accuracy,test_accuracy_mean,test_accuracy_std,test_f1 weighted,test_f1 weighted_mean,test_f1 weighted_std,test_model size,test_model size_mean,test_model size_std,test_predict time,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,root_data_dir,dataset_name,hidden_layer_sizes,activation,solver,alpha,learning_rate
0.7586206896551724,0.8390804597701149,0.05860941969646881,0.7604355716878404,0.838105301220493,0.05716358716462638,18117,18116.666666666668,0.4714045207910317,0.6108505629817955,0.00048570800572633743,113,29,36,3,0.7222222222222222,0.7685185185185186,0.06547285010986553,0.7323232323232323,0.7729184402679149,0.06298466312499715,18117,18116.666666666668,0.4714045207910317,0.00038884597597643733,True,3,3e17b7a0,2024-04-26_14-11-17,1714140677,0.6193547248840332,4.412174224853516,3988240,7a98ee01b1f1,172.17.0.2,4.412174224853516,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,103,logistic,lbfgs,0.002152043271176537,invscaling
0.6206896551724138,0.632183908045977,0.016255328303139003,0.5241379310344827,0.5344261655250472,0.01454976074943105,88032,88000.66666666667,32.42769735204082,0.26286128198262304,0.006451293011195958,113,29,36,3,0.6944444444444444,0.6851851851851851,0.013094570021973107,0.5980428589124241,0.5863337324689982,0.016559205419834435,88032,88000.66666666667,32.42769735204082,0.0004315979895181954,True,3,8ef338e7,2024-04-26_14-11-46,1714140706,0.2883796691894531,1.0963265895843506,4011958,7a98ee01b1f1,172.17.0.2,1.0963265895843506,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,300,tanh,sgd,0.031417535615177516,adaptive
0.9310344827586207,0.9310344827586207,0.0,0.9307924984875984,0.9307924984875985,1.1102230246251565e-16,88790,88790.0,0.0,0.23116486700018868,0.00040017697028815746,113,29,36,3,0.9166666666666666,0.9351851851851851,0.026189140043946214,0.9162395714119853,0.9349494458051292,0.026459758117081084,88790,88790.0,0.0,0.0007752259843982756,True,3,f9d18c13,2024-04-26_14-12-00,1714140720,0.2414388656616211,1.0420806407928467,4016493,7a98ee01b1f1,172.17.0.2,1.0420806407928467,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,197,tanh,adam,0.04766282957383815,invscaling
0.9310344827586207,0.9080459770114943,0.032510656606278054,0.9307924984875984,0.9086740397289458,0.02985518612096109,8867,8867.0,0.0,0.7491919220192358,0.0004221720155328512,113,29,36,3,0.8888888888888888,0.898148148148148,0.013094570021973107,0.8897957454021527,0.8979839561329518,0.012600546712769663,8867,8867.0,0.0,0.00033818098017945886,True,3,3c4a0d69,2024-04-26_14-14-26,1714140866,0.757256269454956,2.1122045516967773,4085734,7a98ee01b1f1,172.17.0.2,2.1122045516967773,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,35,logistic,lbfgs,0.09155948510014905,adaptive
0.9310344827586207,0.9310344827586207,0.0,0.9307924984875984,0.9307924984875985,1.1102230246251565e-16,62265,62265.0,0.0,0.3519596779951826,0.0005204190383665264,113,29,36,3,0.9444444444444444,0.9444444444444443,1.1102230246251565e-16,0.9445019553715207,0.9445019553715207,0.0,62265,62265.0,0.0,0.0005288540269248188,True,3,8a99c54a,2024-04-26_14-11-55,1714140715,0.3690338134765625,1.2370824813842773,4014868,7a98ee01b1f1,172.17.0.2,1.2370824813842773,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,132,logistic,adam,0.020310927195517255,invscaling
0.896551724137931,0.8850574712643677,0.016255328303139055,0.8966016991504248,0.8845815187644273,0.01696377672262725,17566,17566.333333333332,0.4714045207910317,0.844103999028448,0.0003599089686758816,113,29,36,3,0.9722222222222222,0.9537037037037037,0.013094570021973107,0.9723691945914168,0.953791035111486,0.01313674255022416,17566,17566.333333333332,0.4714045207910317,0.0003667519777081907,True,3,952631c5,2024-04-26_14-14-01,1714140841,0.8542346954345703,2.5083765983581543,4079215,7a98ee01b1f1,172.17.0.2,2.5083765983581543,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,99,relu,lbfgs,0.07290404115519267,constant
0.9310344827586207,0.9080459770114943,0.032510656606278054,0.9310344827586207,0.9084297298453379,0.03179699288961189,13083,13082.666666666666,0.4714045207910317,0.2554271630360745,0.0004028010298497975,113,29,36,3,0.8888888888888888,0.8796296296296297,0.03464497580346238,0.8894463024897807,0.8797085141851646,0.03404873326356149,13083,13082.666666666666,0.4714045207910317,0.00047334597911685705,True,3,1f6b6e4f,2024-04-26_14-13-13,1714140793,0.2653801441192627,1.7405612468719482,4067306,7a98ee01b1f1,172.17.0.2,1.7405612468719482,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,66,logistic,lbfgs,0.09682418965353444,adaptive
0.8620689655172413,0.9080459770114944,0.043007556169815456,0.8606896551724138,0.9073685566180495,0.043313397095743784,4774,4773.666666666667,0.4714045207910317,0.22778660099720582,0.0003591109998524189,113,29,36,3,0.9444444444444444,0.9259259259259259,0.013094570021973107,0.9449614374099499,0.9262335307878325,0.013252616659279773,4774,4773.666666666667,0.4714045207910317,0.0003305670106783509,True,3,312ea495,2024-04-26_14-12-56,1714140776,0.24588418006896973,0.5343542098999023,4063466,7a98ee01b1f1,172.17.0.2,0.5343542098999023,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,5,logistic,lbfgs,0.09854222431558307,constant
0.41379310344827586,0.5977011494252874,0.26008525285022444,0.2422203532380151,0.4834075071502986,0.3410901441329184,5041,5041.333333333333,0.4714045207910317,0.11305787303717807,0.0015378310345113277,113,29,36,3,0.3888888888888889,0.5648148148148148,0.24879683041748893,0.2177777777777778,0.4507407407407407,0.32945938175284323,5041,5041.333333333333,0.4714045207910317,0.0002845799899660051,True,3,0438d212,2024-04-26_14-15-43,1714140943,0.1592714786529541,0.6314256191253662,4100635,7a98ee01b1f1,172.17.0.2,0.6314256191253662,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,7,tanh,lbfgs,0.09378368168596674,constant
0.6896551724137931,0.6666666666666666,0.032510656606278054,0.5930296883643739,0.5692957109338167,0.03356491277135083,34925,35256.333333333336,236.333568406089,0.07654134801123291,0.001406875962857157,113,29,36,3,0.6388888888888888,0.6388888888888888,0.0,0.551296941540844,0.5469551626733199,0.0061402025592775435,34925,35256.333333333336,236.333568406089,0.0019885030342265964,True,3,3fe59d01,2024-04-26_14-12-37,1714140757,0.11693906784057617,0.35565614700317383,4041847,7a98ee01b1f1,172.17.0.2,0.35565614700317383,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,109,tanh,sgd,0.04547338615107117,constant
