val_accuracy,val_accuracy_mean,val_accuracy_std,val_f1 weighted,val_f1 weighted_mean,val_f1 weighted_std,val_model size,val_model size_mean,val_model size_std,train time,val_predict time,train_samples,val_samples,test_samples,classes,test_accuracy,test_accuracy_mean,test_accuracy_std,test_f1 weighted,test_f1 weighted_mean,test_f1 weighted_std,test_model size,test_model size_mean,test_model size_std,test_predict time,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,root_data_dir,dataset_name,hidden_layer_sizes_1,hidden_layer_sizes_2,activation,solver,alpha,learning_rate
0.896551724137931,0.9310344827586207,0.028155054514749183,0.895210289592046,0.9303534197813373,0.02851668271350764,802269,802269.6666666666,0.4714045207910317,2.7399970190017484,0.0006443739985115826,113,29,36,3,0.9444444444444444,0.9444444444444443,1.1102230246251565e-16,0.9445019553715207,0.9445019553715207,0.0,802269,802269.6666666666,0.4714045207910317,0.0033977290149778128,True,3,417e1a82,2024-04-26_14-16-48,1714141008,2.795729160308838,6.361884593963623,4147715,7a98ee01b1f1,172.17.0.2,6.361884593963623,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,192,155,tanh,adam,0.06160676904885846,invscaling
0.7241379310344828,0.7816091954022988,0.08127664151569512,0.7241379310344828,0.7811494252873564,0.08062642838356959,155911,155911.66666666666,0.4714045207910317,4.1060318279778585,0.0010782949975691736,113,29,36,3,0.7222222222222222,0.7592592592592592,0.026189140043946214,0.7181537598204264,0.7561687074894182,0.026891566881377376,155911,155911.66666666666,0.4714045207910317,0.0006709580193273723,True,3,b32ba514,2024-04-26_14-16-10,1714140970,4.123513221740723,21.636265754699707,4102192,7a98ee01b1f1,172.17.0.2,21.636265754699707,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,139,119,logistic,lbfgs,0.03911322945280267,constant
0.6206896551724138,0.7126436781609194,0.1300426264251122,0.5241379310344827,0.6482925204064635,0.17558110412071762,78156,78155.66666666667,0.4714045207910317,0.727783381997142,0.0036487540346570313,113,29,36,3,0.6666666666666666,0.75,0.11785113019775792,0.5666066066066067,0.6831509282083995,0.16481856022682717,78156,78155.66666666667,0.4714045207910317,0.0010518589988350868,True,3,0cae9e06,2024-04-26_14-12-43,1714140763,0.7816286087036133,8.397725582122803,4041951,7a98ee01b1f1,172.17.0.2,8.397725582122803,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,89,86,relu,lbfgs,0.07490594119339121,adaptive
0.8275862068965517,0.5057471264367815,0.23443767878587518,0.8275862068965517,0.3963660885443896,0.30902098738057654,227708,225392.0,1637.67579209073,0.8507359779905528,0.0005619879812002182,113,29,36,3,0.8611111111111112,0.5092592592592593,0.2528981534027345,0.8617548029312735,0.4001018425229849,0.32883134095931715,227708,225392.0,1637.67579209073,0.0036080459831282496,True,3,c295f0f7,2024-04-26_14-13-06,1714140786,0.879925012588501,1.198455572128296,4065037,7a98ee01b1f1,172.17.0.2,1.198455572128296,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,52,150,relu,adam,0.022835014625433345,adaptive
0.7241379310344828,0.7816091954022988,0.08127664151569512,0.7334685598377282,0.7505012199782461,0.11358459442033438,149358,149357.33333333334,0.4714045207910317,8.939586753025651,0.0005765000241808593,113,29,36,3,0.6944444444444444,0.7407407407407408,0.06547285010986553,0.7045454545454545,0.7130326361960545,0.09753843775619052,149358,149357.33333333334,0.4714045207910317,0.00041888299165293574,True,3,71bed6b8,2024-04-26_14-14-55,1714140895,9.132335424423218,39.3492546081543,4083167,7a98ee01b1f1,172.17.0.2,39.3492546081543,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,87,186,tanh,lbfgs,0.00025542341720469035,invscaling
0.8620689655172413,0.8850574712643677,0.032510656606278054,0.8620689655172413,0.8827838827838829,0.03256361357953169,180270,180269.66666666666,0.4714045207910317,16.103540436015464,0.0004958040080964565,113,29,36,3,0.9166666666666666,0.8518518518518517,0.07290748031492415,0.9166666666666666,0.8537295231126584,0.07103294720004173,180270,180269.66666666666,0.4714045207910317,0.0005206650239415467,True,3,7313e67c,2024-04-26_14-15-39,1714140939,16.24885368347168,42.97366285324097,4092571,7a98ee01b1f1,172.17.0.2,42.97366285324097,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,108,183,tanh,lbfgs,0.04936877935701202,invscaling
0.6206896551724138,0.6206896551724138,0.0,0.5241379310344827,0.5255273891068047,0.0019649904502266687,34131,34131.0,0.0,0.3015007049543783,0.0004445539670996368,113,29,36,3,0.6944444444444444,0.6944444444444443,1.1102230246251565e-16,0.5980428589124241,0.5980428589124241,0.0,34131,34131.0,0.0,0.0004116969648748636,True,3,bcc248f8,2024-04-26_14-17-04,1714141024,0.31671833992004395,0.9112684726715088,4171136,7a98ee01b1f1,172.17.0.2,0.9112684726715088,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,28,21,logistic,adam,0.0759697816957303,constant
0.8620689655172413,0.8505747126436782,0.0430075561698154,0.8634622082897946,0.8512759781725299,0.041715970806251904,129662,129661.66666666667,0.4714045207910317,8.623144612007309,0.0014081039698794484,113,29,36,3,0.8611111111111112,0.8333333333333334,0.10393492741038726,0.8605559793202814,0.8374058407620574,0.09822134900270295,129662,129661.66666666667,0.4714045207910317,0.0005564109887927771,True,3,390c747d,2024-04-26_14-15-31,1714140931,8.651761293411255,25.360082149505615,4093570,7a98ee01b1f1,172.17.0.2,25.360082149505615,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,125,108,tanh,lbfgs,0.049375923988638604,invscaling
0.896551724137931,0.8045977011494253,0.0708553333674595,0.8951724137931035,0.7963048687549595,0.07233206018761176,557623,557623.6666666666,0.4714045207910317,20.209616795997135,0.0020597759867087007,113,29,36,3,0.8333333333333334,0.7685185185185186,0.04721314364437766,0.829075064369182,0.7624584626218613,0.04795309914647863,557623,557623.6666666666,0.4714045207910317,0.017028621048666537,True,3,825596fa,2024-04-26_14-16-43,1714141003,20.273006677627563,46.42829346656799,4103826,7a98ee01b1f1,172.17.0.2,46.42829346656799,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,297,216,logistic,lbfgs,0.015852567701932895,constant
0.3103448275862069,0.3218390804597701,0.04300755616981541,0.147005444646098,0.1798987216410084,0.06707578523310768,1090774,1089207.6666666667,1107.5920829539286,4.868348615942523,0.0011438429937697947,113,29,36,3,0.3333333333333333,0.324074074074074,0.03464497580346241,0.16666666666666666,0.16983474377862293,0.04141278534760828,1090774,1089207.6666666667,1107.5920829539286,0.0029650190263055265,True,3,4df34a44,2024-04-26_14-13-19,1714140799,4.889697074890137,9.35598373413086,4067173,7a98ee01b1f1,172.17.0.2,9.35598373413086,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,244,259,relu,sgd,0.03059962181088852,adaptive
0.9310344827586207,0.9310344827586207,0.0,0.9307924984875984,0.9307924984875985,1.1102230246251565e-16,551457,551457.6666666666,0.4714045207910317,2.3417162380064838,0.0066656050039455295,113,29,36,3,0.9722222222222222,0.9629629629629629,0.013094570021973107,0.9723691945914168,0.9630801148514515,0.01313674255022416,551457,551457.6666666666,0.4714045207910317,0.005312555003911257,True,3,51428656,2024-04-26_14-13-42,1714140822,2.3910741806030273,6.782297849655151,4071761,7a98ee01b1f1,172.17.0.2,6.782297849655151,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,283,65,logistic,adam,0.00915042431429907,adaptive
0.7586206896551724,0.7701149425287356,0.043007556169815414,0.7604727048240586,0.7366904782902667,0.08665266839295398,162934,162933.66666666666,0.4714045207910317,13.308263634971809,0.0006496990099549294,113,29,36,3,0.75,0.7314814814814815,0.04721314364437766,0.7502245953046869,0.7007961418900687,0.09216300826161632,162934,162933.66666666666,0.4714045207910317,0.001899740018416196,True,3,877a6788,2024-04-26_14-15-23,1714140923,13.37008786201477,38.23533082008362,4088771,7a98ee01b1f1,172.17.0.2,38.23533082008362,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,97,183,tanh,lbfgs,0.0022500603624600046,invscaling
0.41379310344827586,0.3333333333333333,0.05860941969646879,0.2422203532380151,0.17432570134973746,0.04831273719556211,856004,856472.0,676.0433911123358,1.4162090379977599,0.0022870889515616,113,29,36,3,0.3888888888888889,0.3333333333333333,0.045360921162651446,0.2177777777777778,0.1756315289648623,0.031398935523703264,856004,856472.0,676.0433911123358,0.0016282050055451691,True,3,7db95b0f,2024-04-26_14-12-51,1714140771,1.4322962760925293,4.770777940750122,4043970,7a98ee01b1f1,172.17.0.2,4.770777940750122,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,258,189,logistic,sgd,0.06038952054032151,invscaling
