val_accuracy,val_accuracy_mean,val_accuracy_std,val_f1 weighted,val_f1 weighted_mean,val_f1 weighted_std,val_model size,val_model size_mean,val_model size_std,train time,val_predict time,train_samples,val_samples,test_samples,classes,test_accuracy,test_accuracy_mean,test_accuracy_std,test_f1 weighted,test_f1 weighted_mean,test_f1 weighted_std,test_model size,test_model size_mean,test_model size_std,test_predict time,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,root_data_dir,dataset_name,C,kernel,degree,gamma
0.7586206896551724,0.7586206896551723,1.1102230246251565e-16,0.7530974772354082,0.7530974772354083,1.1102230246251565e-16,9313,9313.0,0.0,0.003559366043191403,0.0008636639686301351,113,29,36,3,0.8055555555555556,0.8055555555555557,1.1102230246251565e-16,0.8055555555555556,0.8055555555555557,1.1102230246251565e-16,9313,9313.0,0.0,0.0011352939764037728,True,3,fb7da3a1,2024-04-26_14-14-13,1714140853,0.02304863929748535,0.05872631072998047,4081856,7a98ee01b1f1,172.17.0.2,0.05872631072998047,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,194.04014866430785,rbf,5,scale
0.896551724137931,0.896551724137931,0.0,0.895210289592046,0.895210289592046,0.0,3463,3463.0,0.0,0.29253287200117484,0.0004965499974787235,113,29,36,3,0.9722222222222222,0.9722222222222222,0.0,0.9723691945914168,0.9723691945914168,0.0,3463,3463.0,0.0,0.0006859850254841149,True,3,c9a8d640,2024-04-26_14-17-02,1714141022,0.328279972076416,1.0922269821166992,4153944,7a98ee01b1f1,172.17.0.2,1.0922269821166992,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,492.65403008860187,linear,8,auto
0.896551724137931,0.896551724137931,0.0,0.895210289592046,0.895210289592046,0.0,3463,3463.0,0.0,0.26298039098037407,0.0005212599644437432,113,29,36,3,0.9722222222222222,0.9722222222222222,0.0,0.9723691945914168,0.9723691945914168,0.0,3463,3463.0,0.0,0.00068588403519243,True,3,e609d826,2024-04-26_14-16-39,1714140999,0.27275586128234863,0.73708176612854,4113272,7a98ee01b1f1,172.17.0.2,0.73708176612854,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,272.5130164249391,linear,6,auto
0.896551724137931,0.896551724137931,0.0,0.895210289592046,0.895210289592046,0.0,3485,3485.0,0.0,0.28391657496104017,0.000595634977798909,113,29,36,3,0.9722222222222222,0.9722222222222222,0.0,0.9723691945914168,0.9723691945914168,0.0,3485,3485.0,0.0,0.000617321056779474,True,3,7dfb5f76,2024-04-26_14-17-10,1714141030,0.2970774173736572,0.8872809410095215,4172444,7a98ee01b1f1,172.17.0.2,0.8872809410095215,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,174.83941727900307,linear,1,scale
0.896551724137931,0.896551724137931,0.0,0.895210289592046,0.895210289592046,0.0,3463,3463.0,0.0,0.24097466800594702,0.0021572420373559,113,29,36,3,0.9722222222222222,0.9722222222222222,0.0,0.9723691945914168,0.9723691945914168,0.0,3463,3463.0,0.0,0.0003876980044879019,True,3,faf60d2a,2024-04-26_14-16-19,1714140979,0.2630608081817627,0.980961799621582,4108841,7a98ee01b1f1,172.17.0.2,0.980961799621582,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,870.149871668239,linear,6,auto
0.5172413793103449,0.5172413793103449,0.0,0.43549835927331393,0.43549835927331393,0.0,15243,15243.0,0.0,0.0037986940005794168,0.001034687040373683,113,29,36,3,0.4166666666666667,0.4166666666666667,0.0,0.27350427350427353,0.27350427350427353,0.0,15243,15243.0,0.0,0.004729669017251581,True,3,f5d18260,2024-04-26_14-16-06,1714140966,0.026158809661865234,0.08305764198303223,4106056,7a98ee01b1f1,172.17.0.2,0.08305764198303223,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,706.3506623184635,rbf,3,auto
0.896551724137931,0.896551724137931,0.0,0.895210289592046,0.895210289592046,0.0,3463,3463.0,0.0,0.32515049999346957,0.0005968139739707112,113,29,36,3,0.9722222222222222,0.9722222222222222,0.0,0.9723691945914168,0.9723691945914168,0.0,3463,3463.0,0.0,0.0017606489709578454,True,3,230839af,2024-04-26_14-15-32,1714140932,0.3451991081237793,1.0724678039550781,4097461,7a98ee01b1f1,172.17.0.2,1.0724678039550781,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,563.5032273488611,linear,7,auto
0.896551724137931,0.896551724137931,0.0,0.895210289592046,0.895210289592046,0.0,3463,3463.0,0.0,0.36584065802162513,0.00041674700332805514,113,29,36,3,0.9722222222222222,0.9722222222222222,0.0,0.9723691945914168,0.9723691945914168,0.0,3463,3463.0,0.0,0.0003845210303552449,True,3,23504b06,2024-04-26_14-14-44,1714140884,0.38622117042541504,1.9815716743469238,4087911,7a98ee01b1f1,172.17.0.2,1.9815716743469238,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,449.781857611838,linear,9,auto
0.6206896551724138,0.6206896551724138,0.0,0.5674876847290641,0.5674876847290641,0.0,9686,9686.0,0.0,0.01703220297349617,0.0006338490056805313,113,29,36,3,0.7222222222222222,0.7222222222222222,0.0,0.6558953378175347,0.6558953378175347,0.0,9686,9686.0,0.0,0.00047014502342790365,True,3,e70defd6,2024-04-26_14-14-03,1714140843,0.032410621643066406,0.11470317840576172,4079576,7a98ee01b1f1,172.17.0.2,0.11470317840576172,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,62.5846695184213,poly,4,scale
0.5172413793103449,0.5172413793103449,0.0,0.43549835927331393,0.43549835927331393,0.0,15243,15243.0,0.0,0.008162476995494217,0.0022689379984512925,113,29,36,3,0.4166666666666667,0.4166666666666667,0.0,0.27350427350427353,0.27350427350427353,0.0,15243,15243.0,0.0,0.0028421689639799297,True,3,3005c319,2024-04-26_14-17-29,1714141049,0.0406038761138916,0.14104366302490234,4178267,7a98ee01b1f1,172.17.0.2,0.14104366302490234,3,/workspaces/wisard/experiments/data_folded,wine_fold_0,252.55985807353815,rbf,3,auto
