accuracy,f1 weighted,f1 macro,f1 micro,run,train time,predict time,dataset name,model,model kwargs,model size,experiment name,train samples,test samples,classes,discriminators,seed
0.9333333333333333,0.9332591768631814,0.9332591768631814,0.9333333333333333,1,0.08543968200683594,0.004594564437866211,iris,random-forest,{},134387,iris experiment,105,45,3,3,1702344398
0.9333333333333333,0.9332591768631814,0.9332591768631814,0.9333333333333333,2,0.09392714500427246,0.004602909088134766,iris,random-forest,{},134387,iris experiment,105,45,3,3,1702344398
0.9333333333333333,0.9332591768631814,0.9332591768631814,0.9333333333333333,3,0.08564591407775879,0.004235506057739258,iris,random-forest,{},134387,iris experiment,105,45,3,3,1702344398
0.9111111111111111,0.9111111111111111,0.9111111111111111,0.9111111111111111,1,0.0006649494171142578,0.00014019012451171875,iris,decision-tree,{},1922,iris experiment,105,45,3,3,1702344399
0.9111111111111111,0.9111111111111111,0.9111111111111111,0.9111111111111111,2,0.0006122589111328125,0.00012731552124023438,iris,decision-tree,{},1922,iris experiment,105,45,3,3,1702344399
0.9111111111111111,0.9111111111111111,0.9111111111111111,0.9111111111111111,3,0.0005674362182617188,0.0001239776611328125,iris,decision-tree,{},1922,iris experiment,105,45,3,3,1702344399
0.9333333333333333,0.9332591768631814,0.9332591768631814,0.9333333333333333,1,0.012841463088989258,0.0001888275146484375,iris,logistic-regression,{},828,iris experiment,105,45,3,3,1702344399
0.9333333333333333,0.9332591768631814,0.9332591768631814,0.9333333333333333,2,0.011301040649414062,0.0001266002655029297,iris,logistic-regression,{},828,iris experiment,105,45,3,3,1702344399
0.9333333333333333,0.9332591768631814,0.9332591768631814,0.9333333333333333,3,0.01108694076538086,0.00012564659118652344,iris,logistic-regression,{},828,iris experiment,105,45,3,3,1702344399
0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556,1,0.0006022453308105469,0.0027620792388916016,iris,knn,{},9910,iris experiment,105,45,3,3,1702344399
0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556,2,0.0005133152008056641,0.002590179443359375,iris,knn,{},9910,iris experiment,105,45,3,3,1702344399
0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556,3,0.0005002021789550781,0.0025238990783691406,iris,knn,{},9910,iris experiment,105,45,3,3,1702344399
0.9333333333333333,0.9332591768631814,0.9332591768631814,0.9333333333333333,1,0.0007283687591552734,0.0001876354217529297,iris,naive-bayes,{},793,iris experiment,105,45,3,3,1702344399
0.9333333333333333,0.9332591768631814,0.9332591768631814,0.9333333333333333,2,0.000644683837890625,0.0001621246337890625,iris,naive-bayes,{},793,iris experiment,105,45,3,3,1702344399
0.9333333333333333,0.9332591768631814,0.9332591768631814,0.9333333333333333,3,0.0006268024444580078,0.00015997886657714844,iris,naive-bayes,{},793,iris experiment,105,45,3,3,1702344399
0.9777777777777777,0.9777530589543938,0.9777530589543938,0.9777777777777777,1,0.05955028533935547,0.0001926422119140625,iris,mlp,{},27602,iris experiment,105,45,3,3,1702344399
0.9777777777777777,0.9777530589543938,0.9777530589543938,0.9777777777777777,2,0.057470083236694336,0.00016951560974121094,iris,mlp,{},27602,iris experiment,105,45,3,3,1702344399
0.9777777777777777,0.9777530589543938,0.9777530589543938,0.9777777777777777,3,0.059853315353393555,0.00016188621520996094,iris,mlp,{},27602,iris experiment,105,45,3,3,1702344399
1.0,1.0,1.0,1.0,1,0.000978231430053711,0.0002529621124267578,iris,svm,{},3694,iris experiment,105,45,3,3,1702344399
1.0,1.0,1.0,1.0,2,0.0008158683776855469,0.0002269744873046875,iris,svm,{},3694,iris experiment,105,45,3,3,1702344399
1.0,1.0,1.0,1.0,3,0.0007877349853515625,0.00022721290588378906,iris,svm,{},3694,iris experiment,105,45,3,3,1702344399
