accuracy,f1 weighted,f1 macro,f1 micro,run,train time,predict time,dataset name,model,model kwargs,model size,experiment name,train samples,test samples,classes,discriminators,seed
0.8166666666666667,0.8172039864697024,0.8172039864697022,0.8166666666666667,1,5.940798282623291,0.023479700088500977,motion_sense,random-forest,{},9441355,motion_sense experiment,3414,1020,6,6,1702344825
0.8137254901960784,0.8155707456502476,0.8155707456502478,0.8137254901960784,2,5.992592811584473,0.021341323852539062,motion_sense,random-forest,{},9434411,motion_sense experiment,3414,1020,6,6,1702344831
0.7931372549019607,0.7913431824073743,0.7913431824073743,0.7931372549019607,3,6.142339468002319,0.0234832763671875,motion_sense,random-forest,{},9443595,motion_sense experiment,3414,1020,6,6,1702344837
0.5774509803921568,0.5736972744134791,0.573697274413479,0.5774509803921568,1,1.8975036144256592,0.0009136199951171875,motion_sense,decision-tree,{},98724,motion_sense experiment,3414,1020,6,6,1702344843
0.5666666666666667,0.5629265618144411,0.5629265618144411,0.5666666666666667,2,1.8406424522399902,0.0009295940399169922,motion_sense,decision-tree,{},98724,motion_sense experiment,3414,1020,6,6,1702344845
0.5833333333333334,0.5803809720099291,0.5803809720099293,0.5833333333333334,3,1.82371187210083,0.0008580684661865234,motion_sense,decision-tree,{},98948,motion_sense experiment,3414,1020,6,6,1702344847
0.503921568627451,0.49242141863807026,0.4924214186380702,0.503921568627451,1,0.27321529388427734,0.0008988380432128906,motion_sense,logistic-regression,{},18065,motion_sense experiment,3414,1020,6,6,1702344848
0.503921568627451,0.49242141863807026,0.4924214186380702,0.503921568627451,2,0.19816970825195312,0.0008614063262939453,motion_sense,logistic-regression,{},18065,motion_sense experiment,3414,1020,6,6,1702344849
0.503921568627451,0.49242141863807026,0.4924214186380702,0.503921568627451,3,0.19409418106079102,0.0008599758148193359,motion_sense,logistic-regression,{},18065,motion_sense experiment,3414,1020,6,6,1702344849
0.5049019607843137,0.4933085411905636,0.4933085411905636,0.5049019607843137,1,0.0067386627197265625,0.20235824584960938,motion_sense,knn,{},9860342,motion_sense experiment,3414,1020,6,6,1702344849
0.5049019607843137,0.4933085411905636,0.4933085411905636,0.5049019607843137,2,0.0063893795013427734,0.05988907814025879,motion_sense,knn,{},9860342,motion_sense experiment,3414,1020,6,6,1702344849
0.5049019607843137,0.4933085411905636,0.4933085411905636,0.5049019607843137,3,0.006018638610839844,0.060404062271118164,motion_sense,knn,{},9860342,motion_sense experiment,3414,1020,6,6,1702344849
0.5774509803921568,0.575130400599094,0.5751304005990939,0.5774509803921568,1,0.01533651351928711,0.00852656364440918,motion_sense,naive-bayes,{},35242,motion_sense experiment,3414,1020,6,6,1702344850
0.5774509803921568,0.575130400599094,0.5751304005990939,0.5774509803921568,2,0.013118267059326172,0.008185148239135742,motion_sense,naive-bayes,{},35242,motion_sense experiment,3414,1020,6,6,1702344850
0.5774509803921568,0.575130400599094,0.5751304005990939,0.5774509803921568,3,0.013189077377319336,0.008178949356079102,motion_sense,naive-bayes,{},35242,motion_sense experiment,3414,1020,6,6,1702344850
0.6490196078431373,0.6513907776253113,0.6513907776253112,0.6490196078431373,1,12.215786218643188,0.0029277801513671875,motion_sense,mlp,{},889333,motion_sense experiment,3414,1020,6,6,1702344850
0.6549019607843137,0.6584168618187353,0.6584168618187353,0.6549019607843137,2,13.505536556243896,0.005981922149658203,motion_sense,mlp,{},889333,motion_sense experiment,3414,1020,6,6,1702344862
0.6656862745098039,0.6706020051558093,0.6706020051558093,0.6656862745098039,3,11.342573881149292,0.012153148651123047,motion_sense,mlp,{},889333,motion_sense experiment,3414,1020,6,6,1702344875
0.538235294117647,0.5169403333639285,0.5169403333639285,0.538235294117647,1,0.978874921798706,0.7497470378875732,motion_sense,svm,{},8647846,motion_sense experiment,3414,1020,6,6,1702344887
0.538235294117647,0.5169403333639285,0.5169403333639285,0.538235294117647,2,0.9226205348968506,0.736485481262207,motion_sense,svm,{},8647846,motion_sense experiment,3414,1020,6,6,1702344889
0.538235294117647,0.5169403333639285,0.5169403333639285,0.538235294117647,3,0.9186816215515137,0.7273681163787842,motion_sense,svm,{},8647846,motion_sense experiment,3414,1020,6,6,1702344890
